aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
2.2250863900373754,7.0391967272949785,0.22553926764902782,3.159315107464156,0.004428805893219895,0.8141983654746254,0.0879024958077177,0.709942406125166,0.445669659901461,0.18514385044040133,0.5627328120124626,0.09402069216686783,1.8569339399548879,2.2348884855350097,0.0037759839454894117,35.12065308489312,4.940751404954497,0.03684193313749139,0.34042005665449365,0.03855650859097691,1.0
5.130624560601266,14.593346501889716,0.05016628175267959,2.201618972023069,0.04336379599585377,6.124476179033058,0.18718496723113898,0.07026336790617693,0.7953767740860556,0.5763982523871526,0.046361459374251124,0.05936049626067461,13.979701896536088,0.9732451917412177,0.00732804313994319,8.376841476054153,2.4681935369593218,0.07782561767461227,0.24630987922525346,0.0015971889230370975,1.0
0.8978669149690673,13.106140640969828,0.12820108354574386,0.8030717895274198,0.01961360577348359,6.833677620827112,0.37954663652771786,1.0677914673898579,0.37317745104904954,0.06742586211104257,0.15579590973227048,0.07735694496867693,7.982315811019269,1.3656611151166815,0.0010995437902837548,16.236277582235772,3.4839429061738296,0.02162795147318776,0.14202040227247636,0.011376390698821345,1.0
3.184949869762157,22.54314884006804,0.04491620313498121,1.00092745485996,0.05814703222360258,3.221767445891174,0.7258616660386135,0.8597388583093327,0.2257545939336405,0.44089804329970295,0.6205610964109906,0.13527398256760897,9.99042843050997,0.053381343493212885,0.0024593165417486607,3.401436465997673,2.447023265031587,0.027544667683982747,0.11198726094352132,0.024417113885960802,1.0
0.2998339034697579,5.554350611930548,0.11388145009480757,2.3057996066125415,0.014404055376775221,3.520987891491853,0.19134422548589453,1.4330756195200967,1.4792186353414554,0.30572518581576164,0.14928703288327627,0.061721278688984894,15.59471125029388,1.536353670934131,0.007699060012360277,35.532395605829905,1.6953810090895598,0.05670478493282693,0.05325240700807865,0.06795671039508917,1.0
1.9352880890446338,5.198901767097485,0.37453063142954807,1.0589087488456257,0.005799934842563489,5.602477979138577,0.7838606857051502,1.7870033205332845,0.5660601515232538,0.8256977233435148,0.11076773913397661,0.1213740674139295,10.37682783512753,0.7817707389010797,0.004764228456935737,14.469323743033332,5.527096658324341,0.05066841870517028,0.16848434173958923,0.015104526122011637,1.0
0.9857277267864614,0.034167430525835485,0.1494462656029535,1.8170848690693688,0.018610404561381563,0.7582077094843553,1.0330207704745926,0.7918051693043613,0.632611476468862,0.12303130335247456,0.2838904450798705,0.10897143522334685,3.886208157985534,0.9176622672413204,0.006188458247034619,0.14983817458620763,5.405861575395003,0.0179098700968694,0.02879410234441046,0.014941433709306243,1.0
4.418867426914894,9.26729484077278,0.022172487765485596,2.079563434554146,0.049942060161812935,5.107651264291714,0.3372765731336118,1.3292073991928632,0.4051953431433694,0.02698806373149837,0.18728919167949065,0.14766369994450096,18.477965925431455,0.7699578265553325,0.0010804514334020244,44.60671622490998,5.460604036558209,0.04577549173558987,0.17584703806714155,0.020875300930073993,1.0
2.0048521937425865,4.063168199180627,0.2663767094678573,2.353162146990514,0.0023350428062564026,5.664089643912195,0.13791956123703195,0.9562763776408761,1.8211216677058015,0.010745639083209801,0.49927593613556154,0.09314412847337848,4.3991162128675585,1.2191322577274684,0.0047673019896260615,7.889927034338029,0.17870036053033145,0.0527329339403033,0.268070311353489,0.0580472443156783,1.0
5.166623771558364,1.2559866298004287,0.12929068497372992,3.3146176926484476,0.06643601609113924,3.467245499830801,0.3387459889144615,0.5358378112418145,0.08737765000949183,0.16316188288760702,0.11429250584061673,0.1475966668324205,4.9044405980579455,1.3620460617466117,0.004212715689458425,31.47628028705007,1.5718341715946385,0.08784667043927684,0.011802383266046101,0.055877552952644995,1.0
0.3737441966809276,22.1812167965822,0.22712213095162725,3.4739121280196583,0.009228696014373379,3.7470686916630287,0.342253244371809,0.6688287286271675,1.2958753890274561,0.11970553787933305,0.46086330805494735,0.1288379221208124,13.099341183554802,1.0206260870371529,0.005568076302556397,25.468655381064725,4.753090885380738,0.007837387269952825,0.374312521225252,0.03359766417329174,1.0
6.155379095553712,8.186407344363086,0.005964557014301611,1.3574259389489622,0.040882242334015134,0.27416851176335344,0.14762286945984537,1.1360995584558222,0.8602313998239919,0.35007348822460754,0.22901738101466754,0.015832072250053952,7.765323703065728,1.0651082064214146,0.00570940521765409,9.761381314984588,1.8774861673609196,0.029531560973180437,0.1680382134307559,0.03768386216049686,1.0
1.5970612736867738,17.156202868101868,0.0014272393826335883,2.8608405231868823,0.003816644962692439,1.512592136973851,0.27744646457184513,1.0154333974581404,0.017699485088180533,0.24582235686878756,0.3260313339296711,0.1693754466706337,19.629429781484646,1.5397948601915885,0.003615620721080476,25.12412464827177,4.733744443358091,0.04488272711717996,0.1555516796745312,0.03940420721074822,1.0
1.136976834680116,22.16220258376893,0.15759087603093366,1.5046091334616118,0.016167925514856303,9.074808883719324,0.08192424251768726,0.019443103405304196,0.8613965527755201,0.44151464541244456,0.5030356357467458,0.08587846042410772,7.569770062374369,2.0255566736776522,0.003823257320018746,43.90875913073012,1.0070091811732849,0.01859309254313272,0.06851288142736216,0.06823265952300098,1.0
1.8176577076297664,24.260005112061275,0.06837146535610296,0.9882268822819097,0.019448304333980527,3.623855622239731,0.7078700931185355,1.050344432748197,0.3243949319151582,0.21857376589888827,0.2513417800437038,0.1858904912941648,7.0500346190677305,2.1090971962462666,0.005313808549664929,30.111952508304775,4.204633875685031,0.07381745890997003,0.286961495871484,0.07225708423684134,1.0
0.48056626464855223,17.30998072248743,0.27253209950401075,2.6548314763877823,0.0387781019330027,2.477014301627098,0.11397796227503548,0.22387308375124548,0.7174719380386019,0.011065708971859656,0.37073806324325465,0.09498670880471848,20.005009503042615,1.6442901003406933,0.00915336059062147,22.834636410070797,1.4782725609672487,0.01536698052288761,0.12084570902232586,0.03502425779033032,1.0
2.447600098227872,12.166314038021852,0.07858245966575554,1.4034380202793832,0.046791893671755236,3.0687440048740906,0.2411815866831655,0.33745755153600854,1.4114974978285162,0.26734334411428656,0.1841539761827718,0.09055395262094056,6.325143098919761,1.7726674918768421,0.007252921114272628,24.504453931416727,7.651218583369014,0.007616393955185756,0.31073762467322014,0.03131584402876519,1.0
3.351720762588236,18.873769898469995,0.23067007589689253,0.39094682849323137,0.008022265780231132,3.1447214566065274,0.11805697868896492,0.16865134912765956,0.04156884394026228,0.02744449056486059,0.3834867947281931,0.11550439955765006,14.17052775247303,1.236873627604198,0.002487223762281612,5.9090905569284935,3.6304651516932607,0.07176978243739493,0.05945943254916716,0.10874198687149428,1.0
1.4736613253859332,15.751780500481418,0.19629631160742983,0.5086519210643738,0.009856799996557846,3.4660434640826105,0.48146183702170836,1.5291877855400613,1.3078248384831943,0.7657403106796061,0.17107916410541357,0.01872081257874786,12.638319290236213,1.4718203190264745,0.0027009872699899104,10.727597284197246,1.906433036259327,0.03004804983938259,0.21130107600401776,0.03364409531682706,1.0
0.799785292504849,11.390676116276202,0.09328399597424557,2.7239136360534197,0.06441162550801355,1.3931675349592414,0.4641000454347133,0.6107316635781009,0.3313208636184097,0.5290011225824715,0.5612010818425914,0.17192442647630596,16.421238351502794,1.5006823487531427,0.00343192238582799,25.412730690891962,2.795181928476531,0.0014712564583192894,0.1725180940857718,0.07043927416485829,1.0
3.2031287235499604,5.233092708418829,0.4833629824435954,0.8366395449847996,0.018843207691135306,3.315311412964466,0.003494551285269931,0.7854446848642845,0.7559542899363062,0.14305401389644667,0.28534313566179204,0.06189006608295799,8.003862799742627,0.8338238838188617,0.0074829346719870165,7.347198779678333,0.22260865433399646,0.028049186909153437,0.3079878682027641,0.04465111036354759,1.0
3.219977738608086,28.5019573133981,0.3013418094036427,0.8247142347797194,0.00037280178786407506,2.885790505004634,0.31622554983198653,0.6419788027247011,0.4582358197144246,0.4942186258987282,0.6925368067352358,0.12933912900985187,9.997235617537724,1.40066035621739,0.013747245073654966,24.312897481934755,3.8277803394454355,0.08730393883232791,0.19558025723568376,0.015941406259771074,1.0
2.9141920077542887,18.811844005581417,0.00872423740419749,1.6575651086522807,0.010653777198027556,3.832860897588964,0.6013735173470129,1.3936398972261417,0.7270948629571911,0.08465279139914389,0.0514195145328436,0.13036605497732248,9.26867245699676,1.6829212256988157,0.006584719760258544,7.598971060493673,0.14368703597023602,0.05859028313061127,0.13574344149185918,0.05555834110713747,1.0
1.5981530031028974,21.74284497961759,0.05174838665706576,2.5012753071116354,0.0415490556141466,5.538222652771655,0.2542700628636517,0.654180834600924,0.949006922997651,0.713090270300349,0.42210406067639505,0.20015459569865146,17.98246925568333,1.1326913645249328,0.009432356958546167,4.330645905647959,7.045470370492001,0.04416297505753494,0.000762280336480875,0.009607874244373281,1.0
3.0506706269014616,14.875281843007429,0.16718849279804004,2.8436953227113775,0.009211599516382117,4.92965482678307,0.8385691431888003,0.41228827564589304,1.2386863990530341,0.36731270676635236,0.3919700027013594,0.08760802279354402,17.69793988973094,1.9208345597430632,0.0030927476881488824,11.77221385208843,2.723502268000783,0.06051791927740188,0.2582019382882762,0.01959130781299829,1.0
3.6384460757350983,14.411115590446345,0.19020837385211642,2.9973394413480254,0.016145780440100694,3.6428857151898253,0.12061819842963606,0.9236249145450539,0.22175162561048423,0.4618706407728,0.22898415080496134,0.049532255237185026,8.911924410472256,1.866696375118695,0.006838222297223098,6.989475773592913,1.2250489299551761,0.04245528208254542,0.05417317222092127,0.036769027082665155,1.0
1.850879961495085,7.375209197322486,0.0031941990418068167,0.6071369226655217,0.00867414061134785,3.774677325372171,0.0324939319863895,0.8085701016840493,1.7649293841049827,0.03676694171669542,0.3985858895369453,0.03233912952567494,10.411063158429757,0.7275466247777966,0.0023364309409837913,37.87602426856303,6.67888208942024,0.05553965707165775,0.1617533462746281,0.02388685668020988,1.0
2.9211139096571137,11.668164491726484,0.3236373522651767,2.325286611668724,0.018085473068432643,2.521664509917806,0.20706724445453964,0.6175821951866501,1.2431993001142376,0.19514352548648606,0.19501024728558178,0.20130193705878063,5.721673129242641,1.162894316617193,0.005750915932554395,33.92335152250899,4.667399329142641,0.08417749699628416,0.2893684807419449,0.028150642198129155,1.0
0.35062341067469216,18.454520661594483,0.005054064301105929,1.223912899973369,0.031560115424181925,4.455993901805181,0.3983190501749617,0.9491280269239624,0.5845663229610872,0.16477562347059904,0.6046650165454437,0.10890684951624352,2.2239397886699246,0.6668480841025547,0.0018841962297955817,10.662725349263349,1.7144877768755387,0.06458636708149798,0.030967343978006878,0.02803642607832387,1.0
1.6683630815944628,4.396833870831712,0.035405885806843965,0.2845368243463273,0.01103551529703452,3.772926107131873,0.40106271767839624,0.46521322435982493,1.0692327035548588,0.13669428728131602,0.13377468984555735,0.11657636655909145,13.724086858246668,2.0242185439123808,0.00328977808835639,16.897070316740407,6.471713153210754,0.1012132883636852,0.40239346616836436,0.05025627141713946,1.0
1.91364175586854,23.475164463355377,0.15268603073585224,2.197551502285324,0.029481285190065237,1.6010093240533205,0.49916351214179927,0.8233046947822318,0.7094596675613581,0.21001323400631933,0.07178321470280424,0.11302903669098621,1.8529860939147627,1.054762988587031,0.002333097003544047,27.211985661303817,4.920002112706396,0.08834300933735359,0.2505404484064644,0.027464971654182744,1.0
1.1643471378935828,18.278746684631408,0.07075779181514819,1.3846347057669206,0.008924766686434975,4.810577592502548,0.4110039771547617,0.2064008795091572,0.6496703147367047,0.16937788127377723,0.2518477270563499,0.02247598579763123,4.574716855846253,1.923456182331936,0.004511502891067307,13.177717025423284,5.815546247660244,0.06481051840138045,0.12571277081314386,0.056857427932916656,1.0
4.069088574288276,25.53839147994276,0.13990916411377646,1.132988647763299,0.01806584817808068,3.750919092484634,0.09652406943607483,1.6280679944040097,1.757295337585878,0.40924113889646613,0.507152818400499,0.08020147414658338,4.57569236006361,1.8753848850948573,0.005201568227958087,9.332088467546273,0.5386383032153743,0.003240538315994107,0.07260877264021598,0.0579332964704082,1.0
0.8427836639032245,3.3078412099799,0.08360650824991912,3.0731595251724046,0.019529066407332898,0.06122805097930817,0.1855140675841549,1.4903231552226757,0.21843853327727303,0.2413978490804536,0.8439280079583423,0.10268591064336784,5.480614301305664,1.4320233410282925,0.002580048650630189,30.21315587965669,2.571290645531299,0.08839767449975461,0.20992725471013995,0.0564599077326853,1.0
2.0653876396279616,12.281528791610192,0.3486925097009357,1.9822085680931008,0.012857072800896388,3.2755989388878977,0.3753657378148238,0.9963608150738759,0.3070734737937891,0.5035283423400828,0.08980492583665703,0.1426967695134037,12.26740782516798,0.874898520741088,0.002020120713167055,33.908220002629584,7.558180233058724,0.03742308174022645,0.25250257010142463,0.04114669422346625,1.0
0.9868521710647076,12.105611588723066,0.03663932100254484,2.52268173818426,0.027367161492802834,9.290502611092322e-05,0.2821552043207566,0.6653530629158191,0.8711226748089564,0.5538984289510356,0.06206418828976465,0.11446245917197309,16.08905595373045,2.548377256985664,0.009433089325238325,10.064597751759162,0.8240434553476117,0.09410131203768744,0.16639544201369366,0.0035262946561974637,1.0
2.4027705827530492,8.840343006861378,0.1053926803014918,2.1034957051043968,0.023765224928515426,3.3090407088991567,0.7436957142931335,0.7801260057340655,0.30562419075617564,0.5141124315693896,0.06532330827243549,0.21664446909206725,7.642086592928532,0.9245383155967238,0.005891179409383597,3.0757706228654307,3.743244636051659,0.08217935602117828,0.06940048047318478,0.0772279864677472,1.0
0.804520494438661,25.450551560406478,0.03788344923277823,3.5665831846920577,0.01829590562826172,3.0585947298688154,0.5302527094763976,1.4497500619902293,0.4404080806669916,0.4376288341908696,0.353914358498549,0.1369789023119783,19.611427384533116,1.7234435558405896,0.0004405257014666406,5.6038915039624655,4.854174975920548,0.08787532033084354,0.07347275136238104,0.024190014388601973,1.0
1.3809457431520367,19.46237100742497,0.13411413270663014,1.713200574542593,0.02156728231896033,3.4682296418173646,0.3719540227906621,1.054980178955368,1.3939192197081298,0.1570464473222422,0.03400334142353989,0.15302309359314026,6.314024917847657,0.8241857245138355,0.00019168327843779517,7.981314551800331,0.9544460527264262,0.051572856719404446,0.1967201376247624,0.04816641171617743,1.0
